Region,country,WBCountry,totalloss,pc_loss,tax %
Europe & Central Asia,Denmark,Denmark,565566(500339-631167),93365(82597-104195),4.02(3.55-4.48)
Europe & Central Asia,Estonia,Estonia,59466(51270-68878),47653(41085-55195),2.4(2.07-2.78)
Europe & Central Asia,Finland,Finland,591607(516199-662775),106568(92984-119388),5.79(5.05-6.49)
Europe & Central Asia,France,France,2969690(2532514-3493765),44365(37834-52194),2.73(2.32-3.21)
Europe & Central Asia,Georgia,Georgia,196333(167627-221468),52116(44496-58788),6.29(5.37-7.1)
Europe & Central Asia,Germany,Germany,11814943(10335186-13393051),143365(125410-162515),7.2(6.3-8.17)
Europe & Central Asia,Greece,Greece,436927(361876-491767),44959(37236-50601),4.18(3.46-4.7)
Europe & Central Asia,Greenland,Greenland,3831(3300-4420),68427(58944-78953),3.18(2.74-3.66)
Europe & Central Asia,Hungary,Hungary,728294(649173-829943),79979(71290-91142),4.41(3.93-5.02)
Europe & Central Asia,Iceland,Iceland,36967(32020-42555),101599(88004-116958),3.73(3.23-4.3)
Europe & Central Asia,Ireland,Ireland,2677349(2347472-3064482),500024(438416-572325),4.53(3.97-5.19)
Europe & Central Asia,Italy,Italy,3414121(2993863-3915629),58938(51683-67596),4.19(3.68-4.81)
Europe & Central Asia,Kazakhstan,Kazakhstan,758556(657876-875283),35299(30614-40731),3.28(2.84-3.78)
Europe & Central Asia,Kyrgyzstan,Kyrgyz Republic,40230(34723-45977),5114(4414-5845),2.48(2.14-2.83)
Europe & Central Asia,Latvia,Latvia,70395(61071-80600),42403(36786-48550),2.56(2.22-2.93)
Europe & Central Asia,Lithuania,Lithuania,86321(75649-98473),36068(31609-41146),1.64(1.44-1.87)
Europe & Central Asia,Luxembourg,Luxembourg,200393(175278-227363),280230(245109-317945),6.03(5.27-6.84)
Europe & Central Asia,Monaco,Monaco,12181(10493-14055),284606(245164-328388),3.18(2.74-3.66)
Europe & Central Asia,Montenegro,Montenegro,18223(15698-21027),29644(25535-34204),3.18(2.74-3.66)
Europe & Central Asia,Netherlands,Netherlands,1410651(1254621-1596048),81221(72237-91896),3.54(3.15-4.01)
Europe & Central Asia,North Macedonia,North Macedonia,116863(98238-135765),58489(49168-67950),7.6(6.39-8.83)
Europe & Central Asia,Norway,Norway,648527(581026-723666),107102(95954-119511),4.7(4.21-5.25)
Europe & Central Asia,Poland,Poland,4072273(3579721-4585372),113231(99536-127498),5.81(5.11-6.54)
Europe & Central Asia,Portugal,Portugal,801380(674809-952713),82540(69504-98127),5.76(4.85-6.85)
Europe & Central Asia,Republic of Moldova,Moldova,60545(52412-70094),16166(13994-18715),3.53(3.05-4.08)
Europe & Central Asia,Romania,Romania,1033055(889742-1192419),58079(50021-67038),3.19(2.75-3.69)
Europe & Central Asia,Russian Federation,Russian Federation,2887788(2563088-3266492),20459(18159-23142),2.33(2.06-2.63)
Europe & Central Asia,San Marino,San Marino,2472(2130-2853),72258(62244-83374),3.18(2.74-3.66)
Europe & Central Asia,Serbia,Serbia,371326(314150-422429),46706(39514-53134),5.5(4.65-6.26)
Europe & Central Asia,Slovakia,Slovak Republic,315987(268818-368396),59785(50861-69701),3.88(3.3-4.52)
Europe & Central Asia,Slovenia,Slovenia,197155(173092-218440),97350(85469-107860),4.9(4.3-5.43)
Europe & Central Asia,Spain,Spain,3848885(3115559-4781296),84421(68336-104873),5.2(4.21-6.46)
Europe & Central Asia,Sweden,Sweden,846550(750074-961694),78396(69462-89060),3.59(3.18-4.08)
Europe & Central Asia,Switzerland,Switzerland,959701(809694-1139412),102851(86775-122111),4.04(3.41-4.8)
Europe & Central Asia,Tajikistan,Tajikistan,104870(89946-121295),8218(7049-9505),3.53(3.03-4.09)
Europe & Central Asia,Turkey,Turkey,3355911(2724514-4090999),36704(29798-44743),2.32(1.88-2.83)
Europe & Central Asia,Turkmenistan,Turkmenistan,109337(94187-126161),15465(13322-17844),3.18(2.74-3.67)
Europe & Central Asia,Ukraine,Ukraine,48521(43345-54035),1230(1099-1369),1.47(1.31-1.64)
Europe & Central Asia,United Kingdom,United Kingdom,6887488(6152691-7700597),96523(86226-107919),6.0(5.36-6.71)
Europe & Central Asia,Uzbekistan,Uzbekistan,705170(602942-821935),18170(15536-21179),3.71(3.17-4.32)
Latin America & Caribbean,Antigua and Barbuda,Antigua and Barbuda,2772(2388-3198),26085(22471-30098),3.18(2.74-3.66)
Latin America & Caribbean,Argentina,Argentina,769084(670402-878385),15230(13276-17395),2.51(2.19-2.86)
Latin America & Caribbean,Bahamas,"Bahamas, The",18403(15843-21215),42235(36360-48687),4.13(3.56-4.77)
Latin America & Caribbean,Barbados,Barbados,8966(7641-10378),31308(26682-36238),6.86(5.85-7.94)
Latin America & Caribbean,Belize,Belize,2739(2299-3239),5552(4660-6565),2.95(2.47-3.48)
Latin America & Caribbean,Bolivia (Plurinational State of),Bolivia,130537(111296-153535),9396(8011-11051),2.75(2.35-3.24)
Latin America & Caribbean,Brazil,Brazil,2844242(2522472-3201698),12647(11216-14237),2.93(2.59-3.29)
Latin America & Caribbean,Chile,Chile,691816(593986-811793),34944(30002-41004),3.68(3.16-4.32)
Latin America & Caribbean,Colombia,Colombia,1275809(1119528-1432866),23584(20695-26487),3.89(3.42-4.37)
Latin America & Caribbean,Costa Rica,Costa Rica,301726(258920-345054),54464(46737-62285),5.81(4.99-6.65)
Latin America & Caribbean,Cuba,Cuba,218656(188302-252404),20067(17282-23165),3.19(2.75-3.68)
Latin America & Caribbean,Dominica,Dominica,899(775-1037),12405(10686-14314),3.18(2.74-3.66)
Latin America & Caribbean,Dominican Republic,Dominican Republic,352977(299318-418406),29367(24903-34811),2.52(2.14-2.99)
Latin America & Caribbean,Ecuador,Ecuador,154194(135936-176937),7447(6565-8545),2.37(2.09-2.72)
Latin America & Caribbean,El Salvador,El Salvador,102592(88151-118885),15057(12937-17448),4.54(3.9-5.27)
Latin America & Caribbean,Grenada,Grenada,2504(2157-2890),21667(18665-25000),3.18(2.74-3.66)
Latin America & Caribbean,Guatemala,Guatemala,217832(190558-249951),9618(8414-11036),2.86(2.5-3.28)
Latin America & Caribbean,Guyana,Guyana,74001(63747-85384),90035(77560-103885),3.18(2.74-3.67)
Latin America & Caribbean,Haiti,Haiti,37948(32682-43804),2859(2462-3300),3.19(2.75-3.69)
Latin America & Caribbean,Honduras,Honduras,85387(73718-98163),7089(6120-8150),3.08(2.66-3.54)
Latin America & Caribbean,Jamaica,Jamaica,39778(33001-46708),13160(10917-15452),4.28(3.55-5.03)
Latin America & Caribbean,Mexico,Mexico,3558224(3151425-4004332),24638(21821-27727),3.93(3.48-4.42)
Latin America & Caribbean,Nicaragua,Nicaragua,48139(41471-55546),6269(5400-7233),3.18(2.74-3.67)
Latin America & Caribbean,Panama,Panama,226166(196348-259629),43851(38070-50339),3.47(3.01-3.98)
Latin America & Caribbean,Paraguay,Paraguay,103908(88611-120410),12616(10759-14619),2.41(2.05-2.79)
Latin America & Caribbean,Peru,Peru,285362(251546-326257),7687(6776-8789),1.59(1.4-1.82)
Latin America & Caribbean,Puerto Rico,Puerto Rico,92566(79745-106810),33665(29002-38845),3.19(2.75-3.68)
Latin America & Caribbean,Saint Kitts and Nevis,St. Kitts and Nevis,1686(1453-1946),30197(26013-34842),3.18(2.74-3.66)
Latin America & Caribbean,Saint Lucia,St. Lucia,2711(2335-3128),14512(12501-16744),3.18(2.74-3.66)
Latin America & Caribbean,Saint Vincent and the Grenadines,St. Vincent and the Grenadines,1866(1607-2153),16661(14352-19223),3.18(2.74-3.66)
Latin America & Caribbean,Suriname,Suriname,17071(14843-19729),26508(23048-30634),6.45(5.61-7.46)
Latin America & Caribbean,Trinidad and Tobago,Trinidad and Tobago,30055(25890-34680),21554(18567-24871),3.18(2.74-3.67)
Latin America & Caribbean,United States Virgin Islands,Virgin Islands (U.S.),6149(5297-7094),63431(54641-73188),3.18(2.74-3.66)
Latin America & Caribbean,Uruguay,Uruguay,68124(59328-77285),18999(16545-21553),2.41(2.1-2.74)
Latin America & Caribbean,Venezuela (Bolivarian Republic of),"Venezuela, RB",433278(373248-500043),12695(10936-14651),3.22(2.77-3.72)
Middle East & North Africa,Algeria,Algeria,611978(527006-706687),11578(9971-13370),3.21(2.77-3.71)
Middle East & North Africa,Bahrain,Bahrain,107297(100646-117638),51609(48410-56582),3.33(3.12-3.65)
Middle East & North Africa,Djibouti,Djibouti,9129(7596-10892),7871(6549-9391),1.98(1.65-2.36)
Middle East & North Africa,Egypt,"Egypt, Arab Rep.",2760253(2378405-3186123),21102(18182-24357),3.27(2.82-3.77)
Middle East & North Africa,Iran (Islamic Republic of),"Iran, Islamic Rep.",1411873(1216937-1629611),14851(12800-17141),3.25(2.8-3.75)
Middle East & North Africa,Iraq,Iraq,674517(594366-761559),12165(10719-13734),3.36(2.96-3.79)
Middle East & North Africa,Israel,Israel,500431(428434-577592),46915(40165-54149),2.48(2.12-2.86)
Middle East & North Africa,Jordan,Jordan,182640(157366-210463),16074(13849-18522),4.17(3.6-4.81)
Middle East & North Africa,Kuwait,Kuwait,179731(153468-207938),36538(31199-42273),2.71(2.31-3.13)
Middle East & North Africa,Lebanon,Lebanon,22467(19439-25843),3511(3038-4039),4.28(3.7-4.92)
Middle East & North Africa,Libya,Libya,519226(447222-599184),66305(57110-76515),3.18(2.74-3.67)
Middle East & North Africa,Malta,Malta,97768(87006-109492),221401(197029-247950),6.12(5.45-6.86)
Middle East & North Africa,Morocco,Morocco,847922(739106-967248),20100(17521-22929),6.74(5.88-7.69)
Middle East & North Africa,Oman,Oman,269500(231378-313143),43902(37692-51012),4.16(3.57-4.83)
Middle East & North Africa,Qatar,Qatar,184065(168592-201037),53396(48907-58319),1.86(1.7-2.03)
Middle East & North Africa,Saudi Arabia,Saudi Arabia,2325623(2040648-2656781),57321(50297-65483),3.56(3.12-4.06)
Middle East & North Africa,Syrian Arab Republic,Syrian Arab Republic,80136(69020-92486),2911(2507-3360),3.19(2.75-3.68)
Middle East & North Africa,Tunisia,Tunisia,276720(235668-323227),21303(18143-24884),6.09(5.18-7.11)
Middle East & North Africa,United Arab Emirates,United Arab Emirates,954600(822244-1101651),90880(78279-104879),3.18(2.74-3.68)
Middle East & North Africa,Yemen,"Yemen, Rep.",117315(101042-135396),2979(2566-3438),3.19(2.74-3.68)
North America,Bermuda,Bermuda,8304(7153-9581),141588(121967-163369),3.18(2.74-3.66)
North America,Canada,Canada,2367188(2053095-2722770),56320(48847-64780),3.34(2.9-3.84)
North America,United States of America,United States,52189184(45808515-59492417),146070(128211-166510),6.07(5.33-6.93)
South Asia,Afghanistan,Afghanistan,77896(67057-89955),1489(1282-1720),3.2(2.76-3.7)
South Asia,Bangladesh,Bangladesh,2177468(1865293-2535531),11944(10232-13908),2.68(2.3-3.13)
South Asia,Bhutan,Bhutan,15255(13117-17791),17806(15310-20765),2.81(2.41-3.27)
South Asia,India,India,39602829(34522932-45279452),25761(22456-29453),5.34(4.66-6.11)
South Asia,Maldives,Maldives,15870(13571-18288),29052(24844-33479),3.26(2.79-3.76)
South Asia,Nepal,Nepal,176402(150934-205658),5247(4489-6117),2.29(1.96-2.67)
South Asia,Pakistan,Pakistan,1800065(1492381-2154507),6390(5297-7648),2.87(2.38-3.44)
South Asia,Sri Lanka,Sri Lanka,1324540(1151044-1537337),60285(52388-69970),9.63(8.37-11.18)
Sub-Saharan Africa,Angola,Angola,66472(54711-80645),1252(1030-1519),1.01(0.83-1.22)
Sub-Saharan Africa,Benin,Benin,37892(31348-45640),2122(1756-2556),1.27(1.05-1.53)
Sub-Saharan Africa,Botswana,Botswana,27478(24413-31029),9281(8246-10481),1.6(1.42-1.81)
Sub-Saharan Africa,Burkina Faso,Burkina Faso,50549(41352-60625),1605(1313-1925),1.47(1.21-1.77)
Sub-Saharan Africa,Burundi,Burundi,2188(1817-2634),120(100-145),0.64(0.53-0.77)
Sub-Saharan Africa,Cabo Verde,Cabo Verde,6025(5124-6946),9602(8166-11068),3.38(2.87-3.89)
Sub-Saharan Africa,Cameroon,Cameroon,55928(45965-67779),1471(1209-1782),0.94(0.77-1.14)
Sub-Saharan Africa,Central African Republic,Central African Republic,8119(6994-9369),1234(1063-1424),3.18(2.74-3.67)
Sub-Saharan Africa,Chad,Chad,28079(24188-32399),1131(974-1305),3.18(2.74-3.67)
Sub-Saharan Africa,Comoros,Comoros,1509(1247-1823),1293(1069-1563),1.16(0.96-1.4)
Sub-Saharan Africa,Congo,"Congo, Rep.",6041(5035-7249),759(633-911),1.37(1.14-1.64)
Sub-Saharan Africa,Côte d'Ivoire,Cote d'Ivoire,200155(171335-234944),5247(4491-6158),1.52(1.3-1.79)
Sub-Saharan Africa,Democratic Republic of the Congo,"Congo, Dem. Rep.",115611(94855-140204),831(682-1008),1.64(1.35-1.99)
Sub-Saharan Africa,Equatorial Guinea,Equatorial Guinea,12156(10471-14026),5761(4963-6648),3.18(2.74-3.66)
Sub-Saharan Africa,Eritrea,Eritrea,15425(13287-17799),3279(2824-3783),3.18(2.74-3.67)
Sub-Saharan Africa,Eswatini,Eswatini,7684(6473-9143),5440(4583-6473),1.89(1.59-2.25)
Sub-Saharan Africa,Ethiopia,Ethiopia,265930(220954-316561),1660(1379-1976),0.82(0.68-0.98)
Sub-Saharan Africa,Gabon,Gabon,23885(20587-27893),7938(6842-9270),1.68(1.45-1.96)
Sub-Saharan Africa,Gambia,"Gambia, The",4360(3648-5204),1209(1012-1443),1.21(1.01-1.44)
Sub-Saharan Africa,Ghana,Ghana,180588(145639-223512),4361(3517-5397),1.51(1.22-1.87)
Sub-Saharan Africa,Guinea,Guinea,39526(33035-47207),2049(1712-2447),1.19(0.99-1.42)
Sub-Saharan Africa,Guinea-Bissau,Guinea-Bissau,2884(2403-3459),1053(878-1263),1.22(1.01-1.46)
Sub-Saharan Africa,Kenya,Kenya,105612(90038-124439),1449(1236-1708),0.66(0.57-0.78)
Sub-Saharan Africa,Lesotho,Lesotho,2932(2429-3573),1215(1007-1481),1.86(1.54-2.26)
Sub-Saharan Africa,Liberia,Liberia,9075(7817-10472),1274(1097-1469),3.18(2.74-3.67)
Sub-Saharan Africa,Madagascar,Madagascar,21705(17801-26049),539(442-647),0.98(0.81-1.18)
Sub-Saharan Africa,Malawi,Malawi,53583(46165-61826),1898(1635-2190),3.19(2.74-3.68)
Sub-Saharan Africa,Mali,Mali,33266(27854-39567),1066(892-1268),1.11(0.93-1.32)
Sub-Saharan Africa,Mauritania,Mauritania,18261(15418-21629),2710(2288-3210),1.2(1.01-1.42)
Sub-Saharan Africa,Mauritius,Mauritius,78454(65440-91485),62722(52318-73140),6.71(5.6-7.83)
Sub-Saharan Africa,Mozambique,Mozambique,28395(24273-33684),600(513-712),1.09(0.93-1.29)
Sub-Saharan Africa,Namibia,Namibia,10632(9187-12277),3265(2821-3770),1.36(1.18-1.57)
Sub-Saharan Africa,Niger,Niger,25175(21160-29841),590(496-700),0.97(0.81-1.15)
Sub-Saharan Africa,Nigeria,Nigeria,491875(419070-575417),1650(1405-1930),1.2(1.02-1.4)
Sub-Saharan Africa,Rwanda,Rwanda,28265(22661-34734),1574(1262-1935),1.05(0.84-1.29)
Sub-Saharan Africa,Sao Tome and Principe,Sao Tome and Principe,1470(1266-1696),4892(4214-5645),3.18(2.74-3.66)
Sub-Saharan Africa,Senegal,Senegal,93532(77712-112455),3818(3172-4590),1.97(1.63-2.36)
Sub-Saharan Africa,Seychelles,Seychelles,4518(3892-5213),43839(37763-50583),3.18(2.74-3.66)
Sub-Saharan Africa,Sierra Leone,Sierra Leone,3081(2581-3684),294(246-351),0.62(0.52-0.75)
Sub-Saharan Africa,Somalia,Somalia,31970(27539-36893),1296(1116-1496),3.19(2.74-3.68)
Sub-Saharan Africa,South Africa,South Africa,580826(518258-656757),8501(7585-9612),2.18(1.94-2.46)
Sub-Saharan Africa,South Sudan,South Sudan,31815(27405-36711),2065(1779-2383),3.18(2.74-3.67)
Sub-Saharan Africa,Sudan,Sudan,222480(190482-258848),3598(3080-4186),3.09(2.65-3.6)
Sub-Saharan Africa,Togo,Togo,16328(13617-19522),1396(1164-1669),1.24(1.04-1.49)
Sub-Saharan Africa,Uganda,Uganda,83152(68154-101637),1239(1015-1514),1.09(0.89-1.33)
Sub-Saharan Africa,United Republic of Tanzania,Tanzania,118539(94274-149046),1290(1026-1622),0.88(0.7-1.1)
Sub-Saharan Africa,Zambia,Zambia,27835(22776-34370),991(811-1224),0.9(0.74-1.12)
Sub-Saharan Africa,Zimbabwe,Zimbabwe,25064(21358-29645),1300(1108-1538),1.25(1.06-1.48)
,Cook Islands,,476(410-549),27335(23547-31539),3.18(2.74-3.66)
,Niue,,16(14-18),9385(8085-10829),3.18(2.74-3.66)
,Palestine,,41199(35494-47535),5913(5094-6822),3.18(2.74-3.67)
,Tokelau,,12(11-14),8309(7158-9588),3.18(2.74-3.66)
